9,33869868803796
82,8789200460632
90,7515851163165
43,7965592115998
8,30200679538034
0,0869559852157281
74,2754649153762
8,77323482219977
39,1123129445971
56,4503477325659
38,0727801829599
23,5560353781189
4,84801639370071
37,075026488538
8,02170254160643
27,729077733033
63,6105680924788
14,099782175741
5,20789843949807
11,033255933525
11,7984070564053
18,2687151100331
1,55097096372445
63,3224075221567
23,5320000431322
51,6442567131367
9,03565352792002
59,1895689184436
45,6459264549527
76,3734606543908
61,5281622480483
29,3033154735198
36,6871985026297
76,5744599096515
67,9924724415549
62,903267644951
8,13626873427742
4,02114987301499
26,8860920687053
58,4609831088589
11,7943272851731
62,7508090124012
18,5064556063062
76,0754452046141
123,717314098933
3,64179522353481
16,754042626312
15,9589945887716
7,28208249122681
28,8624788096187
67,3076201918838
19,310821909596
23,8176449558809
71,6049355917528
39,2214050672616
54,0626464925542
13,4858310392989
161,783502509886
44,7234466663414
71,6352768143335
25,5670105437468
66,0974743761099
45,2792861886662
10,0100064425938
46,4761109207771
74,5306962433817
33,1046291591742
33,2324947764974
0,380539584616689
51,8153144309962
33,5968328428734
43,3307308103619
25,1616234245369
25,0727999182412
46,7080537189925
32,2471752165734
28,185218181954
58,5861489634068
75,2329901406171
11,7430883924974
0,305456902669285
97,8974879194753
61,1633727477727
78,0353033748369
23,6859222246395
3,80296979860029
6,72455998287163
11,6601811218031
32,2843227797726
30,0554323077671
54,7193913089827
24,5984636257754
11,1337610425766
61,6703659467618
160,810068076987
39,3328816463597
27,0884494304958
44,3358608723876
2,35491644841757
43,1029645541689
10,6506011128411
7,81124932179809
2,29007869233143
9,54081473899933
22,3954275099791
8,5277305409958
27,2109395913287
38,4827095525906
1,84110701620226
24,8151600683654
77,602134199792
0,314572995809769
7,42027809190983
9,33083823123225
48,1350439785362
25,6925202475483
19,1274192378864
30,3987074719144
54,8513830092451
5,88572675011783
6,35867894972711
71,1269396547414
43,8106185499985
14,4849283583961
68,1335369670035
61,9632954057049
10,4082205832918
17,2803626870283
18,1380439395999
3,10760016560037
29,2407212984658
29,9099739398498
31,2792621308447
3,54351158116714
97,9877477298761
23,9206528220521
3,89551731096938
3,63010596524003
81,0812269244558
46,2062436330622
11,7837850456329
13,648185761382
39,9063271554069
74,3838258330741
11,2158132958391
25,6119827211662
73,6677083307135
6,22507176596073
20,8573967872709
39,6316732729906
17,1201000043014
40,4564842831898
7,69315210710856
44,1270396172896
25,1607957914898
28,0391138147671
11,0814741300403
50,9381722276404
4,45133483270972
33,2530855482986
10,0743783386062
14,2684001398944
10,2526901515714
4,53462294575322
30,7943569644796
71,9142018031514
20,2519498079112
25,3613726117155
10,3944972586854
10,0700781337967
3,74815254598587
14,0995168426952
16,0690909596469
7,85953468162843
