
7,21395438175287
7,68230665954433
7,53515886173125
5,30199256057987
5,65645344102746
5,11839322581373
4,10571138667189
6,97312708901316
4,98925648582127
3,72630467896811
6,78504553680683
4,80022610269028
5,57888842185324
5,66671448861037
5,12291987857714
6,04349192180704
5,03878876186955
6,28853215931387
6,32355389293718
7,13710931216561
5,82965382200513
5,10131553914834
4,51151410701719
5,38274236766664
6,28565478838477
5,96286635404672
5,0659720825064
6,34936551034064
7,54792783182115
4,88463867707821
4,89938329269684
4,84760270978725
5,19911966548643
4,39522667719715
5,00824969556672
5,4748142729004
5,73977125746586
4,96888497322793
3,93566303895677
5,33369326478947
5,7064672588014
6,55886571637384
6,55074897304456
5,44248743740816
6,53198762909796
5,2446159997318
3,68149598259801
5,01909349834449
5,67160455343608
5,14161089433011
5,51468909445254
5,73214798236633
7,08609593927386
6,72194555470374
4,73550817690896
6,40045660378538
5,33058506381828
5,68600999918688
6,23842608911984
7,73288775738135
6,08423253318061
6,09666824582431
4,84367116155077
4,84197517055567
5,04470779242194
6,15966139078223
4,48312403985817
6,67493865334916
7,05422392139497
4,59680531300561
5,96788533690798
6,34079656462352
6,77812864456838
6,99771279697421
6,53103812126187
6,07174895205605
6,3389340286112
4,68821715630344
4,24851136930462
7,24444481396299
6,04939807102407
4,00087368056398
6,26932983875587
5,43471470692711
5,17981602324741
5,36529976121613
6,08361115075218
5,77784778766599
5,01500460136484
4,93217154750505
5,7457157777909
6,38339476033998
5,38607108751841
4,89562566050227
4,63856172719858
7,26699816357496
5,86195379951919
5,28697994638267
4,10931241936153
5,54943627188476
3,87950580733404
5,33998021283281
4,54300217848703
6,92007010842504
5,08026205879469
4,90346934270423
5,20043139173623
4,56480821018807
5,22841543334437
6,19017403721231
5,84604741670868
6,54122944600193
7,54230637404871
6,2642767630508
5,68489236790219
4,36681050161371
5,6562994024882
4,52424499136693
7,03307415152372
6,44321673887314
4,77081113944831
4,50181325336195
6,07920086256427
5,8219501872347
5,37495095600901
4,23394396707113
5,92619454284787
6,42223638185546
5,26423537851133
4,08459679847101
6,11038873185225
4,15993523359809
6,25738835009785
5,28194030565334
4,32948084163554
4,818574094661
4,7120250491022
4,48558991401743
6,07491155498722
4,46398235013259
5,60468743684389
6,84400503679815
4,34736262586228
5,58178729913884
5,90495524014263
7,36340993225245
4,43521957963517
4,97595052982515
5,12728526431606
4,85921628330288
3,55143013509873
6,36653771156325
4,97690692596104
6,41547075306563
6,79943527496941
5,4633559447738
5,28890862331571
5,39333948864853
6,234859563032
5,29954293094977
7,27636052238251
6,5510048062743
7,12195782768324
6,34207770166
6,17945081816686
5,9436635488925
6,50397541645567
3,6809012200142
4,4968001804879
5,48496597706966
6,8565424872371
6,90807950842563
5,65580647411863
6,34163339944561
4,62655188046069
5,68037041129396
6,43290653873558
4,58107656051756
7,08000265013709
4,3673334215509
6,31736422511592
4,91180122074022
4,46935888925331
5,27273876284095
5,43314179592005
5,81187491287334
4,60696447462606
6,38767350973186
5,74490989793635
5,76282292071356
5,16897825114754
6,15586399486912
5,22075422405815
3,30933643452865
5,3026924412808
5,46410372831133
4,55581913638094
6,26784152504519
4,48373573218108
4,07425965040774
5,10058138663218
4,79531018696021
3,82970108476791
6,70962099024818
5,93368588643402
7,46602734978666
4,88432249173921
5,82692877634191
5,0697987846762
8,20066935927345
6,82526507648361
4,88887518528785
5,75271140829859
6,0179151603242
5,96830684232888
6,34232646943296
5,74808433377143
6,11078764117844
6,54388975533233
5,33842232257505
4,08906396628799
5,51200146363137
4,88403183239127
5,67073784308241
6,80050877689759
6,26493988357794
4,48206847866144
4,67936055749122
5,77177513172282
5,16161148112249
5,11985931422268
6,69584541324957
6,38188103574182
4,90632879327495
5,2207530217385
2,61930479404215
4,26371033949532
4,60642066427671
5,73965414049972
6,09221915394221
6,06318734648894
5,60792723947647
5,11214614267959
6,0386870741005
6,0421928836047
7,28363540557877
6,56419710705844
7,12432384149402
3,95891131426504
5,17161503756553
7,32016411601732
6,09000595434746
5,37133739285259
6,49996578624276
5,65975757517472
5,82272175851699
4,76587477695122
5,66325299333075
6,88929444887168
3,68467474178324
5,5189700766169
6,95191747864412
5,57095609451739
5,92672190210774
6,93452863095582
4,84142112162057
4,3501707226265
7,23439487685194
3,46704714137407
4,48671871425953
4,70563983863669
6,97609737020085
5,74810788893796
8,25953382843992
5,97254385870763
6,03290630504525
6,24751140875013
7,04515791683912
6,14433535134348
4,68333874246044
6,84936749136585
6,58611657229481
5,82286308443814
3,48221468097685
5,6056045234853
5,19264825596195
5,92611646130723
6,46770571965701
5,03417860431379
6,25411658195255
6,2484635460967
7,80381775513855
6,08182546334771
5,61383346266167
4,09494238156227
7,83425652959187
4,37466923626786
4,80063781941859
7,05893544680509
4,55851039087782
5,63557183436572
6,00107118191018
5,86562212953066
5,49322446387909
4,87327632397253
4,16724417009165
4,82386467218715
6,04355308413923
6,13056834996197
3,95630350707292
5,30495679580639
4,90171230292341
5,2884234462449
5,51373318843569
6,05564981826777
4,25330436985304
4,21485240718191
5,9410389728169
6,08247822407563
5,28770842290667
4,99985543951858
4,29860473266527
5,7460317321284
6,56847659205254
4,41912730450542
6,90452849857595
4,85149108950139
3,60642596937016
4,93880125281273
3,73089582619346
5,29452082766184
4,16785740219719
4,99929286316649
4,83842664236492
6,16892206136813
6,40371868731773
5,09376043272654
6,44907708981686
7,20124972600797
6,74887012914682
4,6646619657645
5,33919913161943
6,90107175938202
5,6796907845891
3,64138372477912
6,98449229989148
5,82518266856679
5,30853777757595
5,38606774354774
4,5451581800469
3,42250345933898
4,23593289086266
4,21873217727875
4,7218637701289
4,2736351752952
6,17674105673327
5,77195317137365
5,91740270597716
4,28420445655731
5,87735811710924
6,49265790054914
6,46223507224147
7,04048305689079
4,40358921918183
5,11035538263714
5,86464406045184
3,63793420231195
5,60186316363588
5,89184184073005
5,3078330932634
6,01115881213325
4,46560810131774
4,42929630401676
3,73188752267552
6,35464394417327
6,79648402391018
3,767282337717
5,1472510537661
5,71766672657055
5,73642130653686
4,61583461250169
7,22767734868181
6,69063664445736
4,29025696710155
6,76833159870498
6,4776827612566
5,90449477614627
4,25533867244843
4,62567813708356
2,92786986113107
6,08460240498109
6,83376915038343
3,88855514852047
5,0738498164766
6,67467203761486
5,53357677437138
5,72210027458839
6,21108983699983
6,19334590034473
6,86764926061392
5,99763359325983
5,28785699574176
6,43477109812149
5,32052802549162
4,96325452658939
3,96033171627352
7,15937603385307
8,03623694358392
4,80566091265484
5,81478431236847
5,62316762841261
5,19724397749559
5,95704707356156
5,24334500865789
5,50372384933623
6,77660768787794
4,57831031813328
6,0181832554185
4,53972134983641
5,60828561364772
4,65292449825841
5,18849737443498
5,10087525654781
4,27247977399133
5,82466776560514
5,164823657921
5,56778119953047
4,55570078132388
5,22090132907101
5,19220316618002
5,97861154910171
5,3758916930965
6,55390002889577
6,72604791561763
6,49095341033186
4,9490308664767
4,85684147338397
5,77318648229322
6,15432060490464
5,21820592712351
3,25704189272278
4,78466563414404
4,36156519293447
4,864879129923
4,80303674652035
3,29261647557632
4,58734244591917
5,53457914393387
7,20473429550129
6,39126313890093
6,53204604619619
4,42577331252407
5,04154258846625
5,68652288667152
5,56688586120378
6,07426297246788
5,58159993446856
4,89005246335907
4,39649518227825
6,43590543133447
6,48694654909253
6,37842559360815
7,14480769496154
5,53513553945133
5,55289252805587
5,68879568537992
5,59066993660322
5,56320667470896
6,16717476892419
4,69766694358039
4,74777678889467
6,1431325628365
5,16852330619804
6,43634086264072
4,25105775824964
5,48485852570737
4,52237111045304
5,96522579660582
4,11586164649361
5,36376672941439
5,51327654983878
7,94679599699984
4,92801698599735
4,85915158081578
3,90352123856338
3,99695833598827
6,08165720425247
3,75682527271401
4,40156812681645
6,85023149009101
4,98239131136793
4,41798967037604
4,37967370580652
5,35764488675478
3,61248519000632
4,00826530627319
3,7745962275363
6,08260982942407
5,20569905956647
4,10824867795214
6,78461654716333
5,56021585656262
5,61469299159214
7,66734751276633
6,07146817682673
4,75712015920043
6,05596175828221
6,59762860702091
4,59595834434031
4,94122612755129
6,02207905488533
5,57221340950218
